Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,TechSupport,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_TechSupport
870,3,73,8510.91,0,6.262471,11,0,0,0,0,11.72692,159.9942,True,False,0
3274,3,21,54864.24,1,5.236974,15,0,0,0,0,2.987316,214.9663,False,False,0
25328,3,75,51379.67,1,6.454722,10,0,0,0,0,12.04581,240.1149,True,False,0
4949,8,68,31469.99,1,15.10522,12,0,1,0,0,1.574932,149.9913,True,False,0
128,1,59,42452.02,0,14.39916,15,0,0,0,1,1.76975,172.4441,True,False,0
657,2,52,99168.2,1,12.64257,15,0,0,1,1,9.613541,150.007,False,False,1
4277,1,20,15200.71,0,9.12824,11,1,0,0,0,12.22703,127.4421,True,False,0
439,1,86,23583.59,0,16.83197,11,3,0,0,0,9.517342,194.9882,True,False,0
10218,1,27,43148.68,0,10.52558,9,0,0,1,1,2.611838,124.9643,False,False,1
22115,1,67,7500.54,0,9.19204,10,1,1,0,0,3.27379,137.4836,True,False,0
4644,0,37,3717.97,1,10.12336,11,1,1,0,1,13.55138,222.6143,False,False,0
1841,4,41,19089.26,0,6.574956,9,0,0,0,0,10.14235,79.97886,False,False,0
59,4,29,54929.43,0,10.96282,14,0,0,0,0,17.74303,192.4705,False,False,0
10228,9,31,25692.2,1,6.696491,13,0,2,0,0,10.52104,220.1149,True,False,0
2816,0,57,1055.12,1,10.39479,12,0,1,0,0,2.241794,124.9781,True,False,0
224,10,55,28643.72,1,5.565705,11,2,0,1,1,8.828042,199.9902,True,False,1
14990,8,36,18232.01,0,13.7442,9,1,0,0,0,15.46234,179.9476,False,False,0
3278,3,77,36545.88,0,5.93514,12,3,0,0,0,6.974284,117.4686,True,False,0
6470,0,85,61034.25,0,5.436159,13,2,0,0,0,19.6447,124.9781,True,False,0
624,0,40,50321.62,1,8.865855,14,2,0,1,0,12.67469,130.0064,True,False,0
1780,4,54,27152.87,1,10.64116,12,1,0,1,0,5.924783,159.9349,False,False,0
34,1,77,32854.92,1,6.482152,11,1,0,0,0,12.65954,187.6094,True,False,0
2029,0,34,20545.0,1,8.222102,14,1,0,0,0,4.254025,220.1323,False,False,0
57775,2,21,33029.84,1,12.60968,15,2,1,0,1,12.4341,207.4754,False,False,0
7194,1,32,34552.94,0,11.25462,12,2,0,0,1,10.97775,165.0182,False,False,0
3067,1,80,6960.12,0,10.52956,15,1,0,0,0,13.16047,104.9923,False,False,0
15,1,49,30638.08,1,9.208445,14,0,0,0,0,3.171487,194.9581,True,False,0
265,1,33,18308.7,1,9.649235,11,1,0,0,0,1.817421,117.4835,True,False,0
182,2,65,44087.97,0,5.587786,6,0,1,0,1,7.813168,152.466,False,False,0
0,2,45,77615.02,1,9.242393,10,1,0,0,0,11.61194,230.1344,False,False,0
12449,8,25,32005.71,1,9.736531,13,1,0,1,0,20.91805,124.9607,False,False,0
217,1,29,42123.52,1,11.89732,17,2,1,0,0,7.502506,255.1336,True,False,0
950,8,25,46766.41,0,8.671284,14,0,1,1,0,13.21297,159.9349,True,False,0
25503,0,80,12363.22,1,7.581507,12,2,0,0,0,15.61752,245.1283,True,False,0
2634,3,76,9225.43,0,9.492721,13,1,0,0,0,9.74066,147.4421,True,False,0
3929,2,40,25303.83,1,12.56211,13,2,0,0,0,7.276075,207.6094,False,False,0
12478,0,36,34999.62,0,6.706765,10,1,2,0,0,7.965702,190.1737,False,False,0
11634,4,87,50636.27,1,13.78311,13,0,2,0,1,2.605757,172.4733,True,False,0
470,2,21,133161.6,1,11.11437,12,0,0,0,0,8.542338,159.9476,False,False,0
441,3,29,50156.65,0,13.2393,9,0,2,0,0,10.13859,79.97886,True,False,0
5012,4,77,22842.54,1,9.343359,5,0,0,0,1,5.464636,220.1478,True,False,0
304,1,62,24528.06,1,13.1717,5,0,2,0,0,1.712499,242.6281,False,False,0
440,8,38,25707.64,1,11.08933,11,0,0,0,0,8.512387,179.9476,True,False,0
21137,0,41,50135.13,1,8.698426,13,2,1,0,0,8.747794,207.6094,True,False,0
34135,0,23,62214.19,1,12.69049,13,2,0,0,0,7.019257,182.4608,False,False,0
29809,2,76,7377.09,1,12.84627,9,3,0,0,0,13.69077,192.4705,True,False,0
2006,1,69,32032.54,0,8.081871,12,1,0,0,1,4.208515,139.9875,True,False,0
19637,0,37,23761.42,0,11.2072,9,1,0,0,1,18.34508,184.9496,False,True,0
345,4,47,57660.95,0,14.20931,18,0,0,0,0,8.873645,117.4392,True,False,0
26695,2,86,12975.69,0,12.13152,11,1,0,1,0,5.188006,127.4738,True,False,0
20150,0,80,24570.19,0,3.609651,13,1,0,1,1,10.76731,162.4538,True,False,1
2939,4,51,11269.01,0,10.87695,13,0,0,1,0,2.284566,130.0064,True,False,0
25597,2,25,13744.26,1,16.64511,17,2,0,0,0,6.360959,172.4624,True,False,0
38909,2,84,64494.71,1,14.09036,12,1,2,1,1,4.946157,129.995,False,False,1
460,8,47,75524.57,1,12.52841,12,0,1,0,0,18.98342,179.9476,False,False,0
322,0,33,22361.08,0,10.82392,10,4,0,0,1,14.07058,200.1185,False,False,0
4059,1,47,27995.48,1,8.486542,17,0,0,1,0,10.99037,197.6288,False,False,0
203,4,75,16787.14,0,8.38306,11,0,0,0,1,5.833919,159.9656,False,False,0
11996,1,55,38999.85,0,13.57109,15,1,0,0,0,3.063806,104.9629,True,False,0
42979,1,36,40437.45,0,9.928535,12,2,1,0,0,10.61246,167.4564,True,False,0
1519,1,46,34489.63,0,3.445762,17,6,1,1,1,3.878332,172.4567,False,False,1
1909,0,57,29448.24,1,7.829908,14,1,2,0,1,7.600934,235.1372,True,False,0
213,0,75,32910.92,0,8.955689,16,2,0,0,0,14.28503,114.9728,True,False,0
29601,6,50,8148.12,1,8.530991,12,0,1,0,1,7.821554,270.1604,False,False,0
26131,10,34,63574.11,1,9.803773,9,0,0,0,1,4.533178,235.1591,True,False,0
2926,3,38,47347.97,1,8.141997,16,3,2,1,0,5.429608,252.6378,False,False,0
38748,3,64,27647.13,0,9.164022,14,3,0,0,1,9.914638,160.0122,True,False,0
26404,0,21,40598.75,1,7.277557,12,2,0,0,0,6.588658,242.6106,False,False,0
190,2,31,40690.6,0,3.942126,10,0,0,0,0,1.556238,104.9923,True,False,0
23858,7,26,40977.93,1,15.67211,12,0,0,0,0,7.820202,230.1344,False,False,0
9179,1,27,8211.32,0,13.32082,12,1,0,0,0,2.292165,79.97886,True,False,0
1471,7,54,31168.17,1,9.976411,14,0,0,0,1,10.06351,267.6647,False,False,0
4759,1,77,20122.14,1,9.531917,16,1,0,0,0,4.527148,230.1344,False,False,0
2558,3,73,21336.57,0,6.783472,9,0,3,0,0,11.5917,152.4555,True,False,0
214,0,77,11548.26,0,4.170516,9,1,1,0,1,11.89464,149.9707,False,False,0
6975,0,77,32382.9,0,10.29131,15,1,1,0,0,14.0795,159.9942,True,False,0
1938,4,63,2606.74,0,14.8463,9,0,1,1,0,3.422801,164.9853,True,False,0
9505,4,35,9694.63,0,8.331754,12,0,0,0,0,6.264945,134.9509,True,False,0
19535,2,63,18927.94,1,9.524691,7,4,0,0,0,8.675197,190.127,False,False,0
24743,0,55,29360.19,0,10.12439,12,2,0,0,1,14.58336,164.9889,True,False,0
17248,0,41,44031.24,0,6.112396,11,1,0,0,0,2.856149,94.97283,True,False,0
939,5,77,19315.16,0,8.990971,14,0,0,0,1,8.390283,124.9643,True,False,0
541,2,78,32498.09,0,15.59122,11,2,3,0,1,16.64412,124.9643,False,False,0
1468,0,39,41918.85,1,9.95519,14,0,0,0,1,4.46492,242.6143,False,False,0
15988,1,51,68851.11,1,0.826998,8,0,0,1,0,4.16861,159.9349,False,False,0
85,1,22,29749.39,1,11.91957,13,1,0,0,0,12.62182,255.1555,False,True,0
939,0,30,67585.42,1,9.767413,14,1,0,0,0,16.37611,222.65,False,False,0
2144,4,32,52866.31,1,10.19732,12,0,0,1,0,4.581601,277.6513,True,False,0
595,0,74,82673.37,0,7.690174,14,0,1,0,0,12.14985,149.9598,False,False,0
8419,2,29,38159.22,1,4.460194,10,2,1,0,0,11.739,225.1457,False,False,0
13015,0,77,42693.35,1,4.443747,11,1,0,0,1,7.819376,235.1417,True,False,0
2349,4,72,82818.2,1,8.884019,16,1,0,0,0,12.53901,217.484,True,False,0
13864,0,32,21594.76,1,17.05296,12,2,0,0,0,7.766899,184.9853,True,False,0
246,5,37,10949.55,0,12.94718,13,0,1,0,0,4.219362,167.4564,True,False,0
926,4,24,64951.03,0,9.946647,12,2,1,0,0,18.75702,167.4564,True,False,0
275,1,31,36500.99,0,11.5963,11,2,0,0,0,9.875391,104.9781,True,False,0
2514,1,86,44969.31,0,13.23552,12,1,1,0,1,2.323179,187.4974,True,False,0
59,1,70,68023.12,1,13.28373,14,0,0,1,1,10.48384,172.4885,False,False,1
34313,0,65,9626.88,1,9.902107,12,2,0,1,1,6.027061,204.9797,False,False,1
21804,1,67,13773.86,0,9.876501,10,1,0,0,1,18.84228,162.4689,True,False,0
680,2,58,20358.54,0,8.927855,11,2,1,0,1,7.895618,154.9618,False,False,0
92,1,71,39839.69,0,11.69477,15,0,1,0,1,15.37459,182.447,False,False,0
2856,4,57,28008.97,0,10.64089,8,1,0,0,0,9.260977,114.9728,True,False,0
249,3,82,84637.15,1,13.78681,11,2,0,0,1,12.13697,194.9744,False,False,0
52688,0,52,59958.03,0,7.998634,7,1,0,0,0,5.793869,172.4624,True,False,0
21589,2,34,32331.8,1,8.532065,13,0,0,0,0,2.246214,182.4608,False,False,0
16254,0,56,21580.42,1,9.278282,16,2,0,0,0,1.999262,242.6281,False,False,0
2114,1,66,21810.7,0,10.05819,13,1,0,0,0,4.685087,217.484,False,False,0
7156,1,85,18513.69,0,8.783005,10,0,0,0,1,15.75222,207.4974,True,False,0
734,2,53,32753.3,0,9.308357,10,0,0,0,0,2.680333,124.9781,False,False,0
2318,0,64,15037.18,1,13.1051,13,1,1,0,0,9.283599,172.4705,False,False,0
1319,0,38,38532.04,1,10.48815,13,2,0,0,0,5.70629,152.4624,True,False,0
1665,1,83,44241.07,0,13.18243,7,3,0,0,1,12.79286,132.466,False,False,0
2875,0,35,64075.52,0,10.21228,8,0,2,0,1,12.2982,197.4945,False,False,0
3814,4,45,26656.35,1,9.311431,13,0,0,1,0,3.665202,104.9629,True,False,0
1201,1,44,49425.3,0,7.762996,16,2,1,0,1,5.971951,182.447,True,False,0
68300,2,28,79152.4,1,10.08354,10,0,0,1,0,5.364231,240.1149,True,False,0
39698,0,23,40368.33,0,12.18052,16,1,2,0,1,14.86565,152.4441,False,False,0
107,0,55,24164.69,1,11.71123,15,2,0,0,1,10.10287,159.983,False,False,0
520,4,20,43643.67,1,12.63747,16,0,0,1,0,10.15649,242.6106,True,False,0
1428,0,28,951.96,1,5.896488,9,0,1,0,1,8.031947,182.4833,False,False,0
27515,10,46,4524.96,0,14.47576,13,1,1,0,0,4.864814,112.4551,True,False,0
39,4,52,38163.25,1,10.98971,8,1,1,1,1,17.06338,175.0211,True,False,1
2918,0,48,48571.22,1,7.21113,19,1,0,0,0,6.723311,222.6281,False,False,0
182,5,26,67620.64,0,9.925225,14,2,0,0,1,9.712168,92.48802,False,False,0
25735,0,52,41327.38,1,9.927361,14,0,0,1,0,4.731685,179.9794,False,False,0
10780,7,54,56589.81,0,8.385577,14,1,2,0,0,3.407577,130.0064,True,False,0
35,1,55,73225.47,1,11.65736,13,1,0,1,1,9.986348,257.6375,False,False,1
1973,0,68,52810.57,1,9.877495,13,1,0,0,0,9.651306,190.127,False,False,0
60944,1,44,12187.37,0,11.71311,10,0,2,0,1,1.726448,120.0049,True,False,0
197,10,40,42964.75,0,9.161002,15,0,0,1,1,11.51671,124.9935,True,False,1
1329,3,87,53187.32,0,12.1183,12,0,1,0,1,17.88722,179.9656,True,False,0
2789,4,56,66989.79,1,13.3593,13,0,1,0,0,13.85859,230.1344,True,False,0
1044,2,58,46775.2,0,5.645543,12,0,0,0,0,23.59578,129.9915,False,False,0
809,2,60,19746.8,0,6.549501,19,0,1,0,1,4.115815,137.4872,False,False,0
0,1,29,12854.97,0,2.542536,14,1,0,0,0,7.751707,134.9509,True,False,0
7247,0,45,14277.26,0,8.920833,12,2,0,0,1,10.277,107.482,True,False,0
34315,0,51,24376.36,1,8.974674,14,1,0,0,0,13.89557,220.1615,False,False,0
0,0,83,19271.85,1,12.22514,15,0,0,1,0,5.792269,144.9607,False,False,0
50328,2,24,22257.83,0,10.66071,18,3,0,0,1,11.89052,152.4441,True,False,0
6569,0,44,19620.4,1,10.30722,9,1,0,0,0,6.971587,207.6094,True,False,0
1691,1,47,14377.15,1,7.024602,9,1,1,1,0,17.30262,182.4433,True,False,0
11254,1,25,4004.2,1,13.35296,13,2,2,0,1,15.13225,207.4754,True,False,0
419,2,47,60598.33,0,7.001953,6,0,0,0,0,11.42868,114.9509,False,False,0
523,4,77,20637.36,1,8.711448,17,2,1,0,1,5.192447,217.4702,True,False,0
3650,3,76,7677.29,0,13.15317,13,2,0,0,0,17.1248,207.6094,True,False,0
0,0,37,26097.52,1,10.61878,15,0,0,1,0,3.199579,207.6094,True,False,0
1706,3,40,29174.41,0,17.81328,18,0,0,0,0,9.630403,149.9621,True,False,0
28,0,22,14612.3,1,13.17154,12,1,0,0,0,5.73926,184.9785,True,False,0
270,1,55,7882.5,0,4.865293,16,1,0,0,0,5.506063,192.4705,True,False,0
1922,0,55,37680.14,1,8.306336,14,2,0,0,1,10.89731,184.9715,False,False,0
1186,0,80,31749.22,0,12.74248,10,2,0,0,0,3.770144,134.9509,True,False,0
47,4,43,61087.44,0,10.40439,9,1,1,0,0,9.312734,152.509,False,False,0
8219,1,23,93748.65,1,12.10227,17,1,1,1,1,4.370713,220.1185,False,True,1
1601,7,68,30255.22,1,12.2246,16,0,1,1,0,2.006646,252.6378,True,False,0
1111,4,54,32228.53,1,13.08518,12,1,0,0,0,10.62816,187.6094,False,False,0
318,0,22,73162.55,0,9.399999,10,0,0,0,0,6.033703,95.01949,True,False,0
3590,2,77,94990.56,0,5.378491,11,1,0,0,1,7.660409,92.48802,True,False,0
8611,3,58,9245.84,0,8.308287,8,0,1,0,0,12.28997,130.0064,False,False,0
23894,1,31,76161.71,1,11.05412,18,0,1,0,0,7.354812,150.0208,True,False,0
302,2,18,74084.32,1,8.536876,10,1,0,0,1,3.872474,204.9496,True,False,0
1571,1,89,33652.0,0,13.51705,19,2,0,0,1,4.043292,139.983,False,False,0
10741,0,47,17528.05,1,6.921287,15,1,2,0,0,3.309503,149.9378,True,False,0
5157,0,70,58992.27,1,12.52141,12,1,0,1,0,25.68013,242.6106,False,False,0
39642,0,51,31036.82,1,6.530692,15,1,0,0,0,10.12764,194.9882,False,False,0
2119,4,47,41971.12,0,9.254731,14,0,0,0,0,18.01409,149.9621,False,False,0
46623,1,44,36514.93,0,11.7274,13,1,0,0,0,1.90586,127.4958,False,False,0
1600,0,56,5406.51,1,9.621544,8,1,1,0,1,7.329775,200.1185,False,False,0
11817,0,41,44202.8,1,13.36673,7,1,1,0,0,11.21881,159.9476,False,False,0
9493,2,44,36991.79,0,6.666431,6,1,0,1,0,13.17784,179.9794,False,False,0
0,6,70,23803.0,0,7.350413,16,1,0,0,0,7.03957,204.9634,True,False,0
5020,1,80,37577.46,1,13.80285,11,1,0,0,1,2.77885,245.147,False,False,0
34390,1,25,32555.42,0,12.89791,9,0,0,0,1,12.9557,174.9744,False,False,0
2992,3,46,38869.47,1,8.345417,14,3,0,0,1,21.39532,270.1604,False,False,0
4586,2,58,2904.8,1,11.43549,13,0,1,0,1,26.54684,245.147,False,False,0
39,1,61,78090.5,1,4.472985,6,0,1,0,1,7.334657,152.4742,False,False,0
393,2,65,23935.48,0,7.28865,11,0,1,0,1,19.48914,152.5104,False,False,0
15788,0,43,56792.26,0,10.03734,14,0,1,0,1,4.546842,162.4538,False,False,0
3139,2,56,44499.17,0,11.21058,12,0,0,0,0,4.320048,194.9663,False,False,0
2381,0,84,10979.8,1,6.638957,12,0,0,0,0,9.553951,204.961,False,True,0
185,2,68,31096.42,0,8.347688,12,0,0,0,0,22.01734,162.4676,True,False,0
252,10,33,82708.61,0,10.93098,11,0,1,0,0,2.628926,162.4818,True,False,0
24325,1,24,50335.96,1,13.16758,14,1,0,1,1,7.041709,215.1591,True,False,1
66056,0,83,48042.7,0,12.37853,13,2,0,0,1,7.295203,127.5112,False,False,0
588,4,57,33572.8,0,5.067851,10,1,2,0,1,17.19189,164.967,False,False,0
320,2,24,60326.6,0,7.451031,14,1,0,1,0,7.560138,129.9621,True,False,0
630,0,68,5540.89,0,8.484833,11,0,0,1,0,15.62643,202.4433,True,False,0
18402,2,84,29379.05,0,15.15124,14,2,2,1,0,6.142753,137.4686,True,False,0
2273,1,48,76333.6,1,11.52986,12,0,0,0,0,8.696148,172.4705,False,False,0
8751,3,55,14676.6,1,10.42719,13,0,0,1,1,21.49074,235.1372,False,False,1
5480,8,68,51136.79,0,8.10121,11,0,1,0,0,14.45396,117.4835,True,False,0
991,1,70,42839.99,0,5.020165,10,2,0,0,0,13.21887,207.4811,False,False,0
85,4,68,77598.76,1,6.246844,9,2,0,0,1,13.74701,214.9525,True,False,0
28165,4,81,26278.72,0,9.694195,15,0,0,0,1,19.48387,194.9699,True,False,0
26545,2,64,20954.8,1,12.6649,7,0,0,0,0,5.067354,220.1323,False,False,0
24743,1,73,10331.34,1,11.96519,13,1,1,0,1,6.386027,139.9875,False,False,0
38833,2,27,24090.59,0,9.379254,7,2,1,0,0,5.387209,159.9349,True,False,0
218,0,57,29125.57,1,12.36111,6,0,0,0,1,3.94227,104.9643,True,False,0
18951,1,68,39053.35,1,11.20557,10,7,0,0,0,5.664023,230.1051,False,False,0
421,3,22,11423.37,1,8.979059,9,1,1,0,0,1.329981,200.1323,False,False,0
21480,2,34,33426.12,0,8.885438,10,2,0,0,0,29.58658,114.9509,False,False,0
196,1,78,24927.42,0,12.83525,10,1,0,1,0,7.888574,147.4783,True,False,0
24824,4,75,19536.56,0,12.30036,11,0,0,0,0,13.34222,174.9581,True,False,0
1770,1,68,43797.53,1,9.718608,12,3,0,0,1,13.63405,174.9768,False,False,0
476,0,79,35409.41,1,9.777012,3,0,0,0,1,8.171806,154.9919,False,False,0
3989,1,51,41444.72,0,10.1175,10,1,0,0,1,25.76718,167.4847,True,False,0
690,1,58,20474.19,1,10.46793,15,3,0,1,1,3.876069,197.4702,True,False,1
733,2,58,2335.14,0,6.963828,11,0,0,0,1,29.71753,194.9768,False,False,0
1368,0,89,33004.0,1,6.995567,14,0,0,0,0,1.116305,184.9634,True,False,0
5705,3,25,71806.84,1,11.9576,12,1,0,0,1,1.331372,220.1185,False,False,0
21212,0,59,68987.09,0,7.685351,11,1,0,0,1,4.054345,149.9778,False,False,0
43714,0,31,7410.71,0,11.64621,13,0,1,0,1,11.99482,179.9656,True,False,0
2491,1,20,29998.04,0,9.210381,13,2,0,0,0,5.156634,169.9378,True,False,0
123,0,21,40948.07,1,10.31007,12,1,0,0,0,1.530293,230.1051,True,False,0
431,2,68,79645.56,1,7.695657,14,3,0,1,0,5.976743,194.9663,False,False,0
10976,0,41,69312.83,0,9.216926,11,1,0,0,0,23.63005,152.509,True,False,0
299,2,37,28805.26,0,10.25645,8,0,0,0,1,6.42531,149.9778,False,False,0
33965,0,72,37864.06,0,17.21943,15,0,1,0,1,6.088456,159.9875,True,False,0
4089,0,53,39557.83,0,5.923618,16,0,1,0,1,17.93561,159.9875,True,False,0
62,1,45,51302.78,0,9.942413,11,0,0,0,1,9.389007,179.9656,False,False,0
994,0,69,34094.81,1,8.109012,13,0,0,0,0,15.06895,175.1331,True,False,0
677,8,63,32072.51,0,13.88236,16,1,1,1,0,3.305552,127.525,False,False,0
27819,3,19,28022.35,1,14.58334,14,0,1,0,1,13.11297,207.4673,False,False,0
5646,2,50,8015.32,1,12.94733,10,3,0,0,1,7.579944,220.1478,True,False,0
2157,6,87,40203.66,1,13.04143,13,2,0,1,1,6.913925,207.4754,True,False,1
38733,4,75,24538.69,0,3.429724,6,0,0,0,1,2.429677,130.0244,False,False,0
379,0,46,120301.3,1,10.35374,15,2,0,0,0,9.386672,220.1323,True,False,0
518,2,87,21790.0,0,12.83596,15,0,0,1,1,9.187823,179.9656,True,False,1
15741,2,43,18210.97,1,7.868489,18,0,1,0,0,8.71167,137.4616,True,False,0
25578,7,49,40633.4,1,12.48749,12,2,1,0,1,4.820891,212.6415,False,False,0
5547,1,80,22918.99,1,12.59919,14,3,0,0,0,16.57839,124.9607,False,False,0
1590,1,28,18054.15,1,9.016916,12,1,0,0,1,2.780924,152.5104,False,False,0
9777,2,73,8091.21,0,9.335603,13,0,0,0,1,2.924951,117.472,True,False,0
10481,1,36,12993.3,0,11.26154,9,1,0,0,0,4.212653,147.4421,True,False,0
48905,0,63,27506.01,0,10.45539,14,1,1,0,1,9.525184,92.48802,True,False,0
14601,0,44,13476.42,0,5.93299,11,0,0,1,0,4.579843,127.4738,False,False,0
4128,0,53,30536.02,0,9.125916,12,0,0,0,0,4.096547,119.9568,True,False,0
2968,3,83,42800.66,1,9.733557,17,2,0,0,0,2.250238,240.1149,False,False,0
615,4,63,5362.71,1,7.571298,13,0,1,0,1,5.236648,210.138,False,False,0
7252,1,29,17134.4,1,6.583504,8,1,0,0,0,5.695207,139.965,False,False,0
7947,1,39,19937.92,1,8.998128,16,2,1,1,0,6.649321,242.6326,False,False,0
38620,3,61,84298.02,0,15.43337,12,1,0,0,0,5.276321,162.4676,False,False,0
109,2,34,56733.5,1,11.8323,9,1,0,0,1,15.1631,227.4754,True,False,0
26659,0,48,68204.46,1,9.399937,19,2,1,0,0,5.124495,192.4705,True,False,0
4029,1,21,35775.82,1,12.08935,14,2,1,0,0,5.111844,207.4811,False,False,0
43736,2,49,23303.89,1,8.820956,11,1,1,0,0,10.02376,149.9447,True,False,0
1158,2,69,55365.37,1,11.13796,14,1,2,1,0,11.61657,114.9509,False,False,0
5316,3,69,31263.34,0,10.8229,9,1,0,0,0,6.275924,117.4392,True,False,0
6705,0,77,67495.36,0,6.767293,14,0,0,1,0,10.18273,137.4392,True,False,0
23285,2,63,114551.7,0,11.50744,17,1,0,0,0,7.761878,104.9781,True,False,0
4968,0,85,43010.56,0,8.116261,11,0,0,0,0,12.9765,149.9598,False,False,0
62135,2,32,41799.98,0,10.25329,8,1,0,0,0,12.70321,194.9581,False,False,0
10546,2,88,21512.56,1,8.957051,11,1,0,0,0,6.431215,187.6094,True,False,0
620,0,28,94788.34,0,14.55317,14,1,0,0,0,1.74299,104.9629,True,False,0
1056,2,64,10595.27,0,9.88484,12,0,0,0,0,2.825046,127.4887,True,False,0
137,0,86,16587.43,0,8.412486,12,0,1,0,1,2.237136,142.5007,False,False,0
221,4,49,42033.71,0,5.110608,10,0,1,0,0,15.39062,149.9915,True,False,0
4892,0,45,41911.7,1,4.76345,12,2,0,1,0,6.749571,104.9781,True,False,0
2064,1,34,17638.9,1,11.14084,11,1,2,1,0,15.33595,172.4705,False,False,0
2326,0,36,24084.76,0,6.332682,11,1,0,1,1,8.686291,162.4689,False,False,1
10626,1,73,3900.77,0,9.017084,13,1,2,0,1,17.8565,162.447,True,False,0
7265,0,87,107772.3,1,2.198831,16,0,1,1,1,1.112412,232.6415,False,False,1
954,1,55,16090.91,0,13.928,10,2,2,0,0,2.255314,162.4526,False,True,0
846,1,78,68616.43,1,8.803505,19,2,0,0,0,1.374443,137.4684,True,False,0
19168,1,50,16409.81,0,9.692251,12,0,0,0,0,1.40024,152.4624,True,False,0
3708,0,77,6407.88,0,8.202833,16,0,0,0,0,6.093746,107.4806,True,False,0
45158,1,31,31396.27,0,9.344839,11,0,1,0,0,3.384599,147.5031,True,False,0
2166,0,47,16013.09,1,7.696462,11,1,0,0,1,6.398242,197.4702,False,False,0
2315,0,87,35805.47,1,14.47842,14,1,0,0,1,2.223563,184.9797,True,False,0
2271,0,85,32153.72,0,12.26177,14,2,2,0,0,7.277274,182.4676,True,False,0
344,0,49,16161.27,1,12.44948,13,0,0,0,1,3.4187,182.447,True,False,0
4010,1,51,20845.79,0,2.53911,11,2,0,0,1,17.58224,197.4876,True,False,0
11854,2,35,11830.39,0,8.293752,11,0,0,0,0,8.423652,144.9607,False,False,0
0,0,35,50391.85,1,9.518609,14,2,0,1,0,6.739064,252.6378,False,False,0
353,10,27,48848.88,1,11.64544,10,0,0,0,0,22.744,210.127,False,False,0
184,3,43,40398.47,0,8.644175,11,0,0,0,1,6.56131,235.1591,False,False,0
777,1,87,24165.62,1,4.565566,16,4,1,0,0,1.726822,152.4624,True,False,0
5303,6,70,83334.79,1,7.213508,12,0,2,0,1,6.495239,197.4725,True,False,0
2348,0,78,11009.87,1,7.889232,13,2,0,0,0,5.778279,125.0073,True,False,0
0,5,32,59960.0,1,9.638076,7,0,0,0,0,8.324111,182.4433,False,False,0
1913,0,55,87320.1,0,10.18997,10,2,0,0,1,4.484822,104.9643,False,False,0
29586,1,64,68793.34,0,12.17642,16,0,1,0,0,6.994401,147.4738,True,False,0
7570,3,57,33055.59,0,8.318932,9,0,0,1,0,6.597117,142.4526,False,False,0
2326,0,23,22588.39,0,13.60153,13,3,1,0,0,11.12081,182.497,False,False,0
25086,1,44,79358.93,0,5.826774,8,0,1,0,0,17.55118,114.9509,False,False,0
1666,2,34,25142.24,0,2.36444,13,3,0,0,1,4.795038,127.4601,True,False,0
38517,0,20,38845.48,1,7.208078,12,2,1,1,0,4.377435,207.6386,False,False,0
10395,1,77,19819.81,1,8.875116,9,1,1,0,1,15.35499,242.6435,True,False,0
2968,0,75,68709.62,1,10.20829,13,1,2,0,0,2.696846,232.6228,True,False,0
7715,3,24,1263.57,1,11.58924,11,0,0,1,0,9.648973,169.9447,True,False,0
3558,1,45,24074.11,0,10.72033,5,1,0,0,0,20.16597,157.4836,True,False,0
29402,4,54,162842.8,1,7.117811,12,1,1,1,1,6.193832,162.4713,True,False,1
41468,2,25,45427.7,1,9.030524,11,0,0,0,0,2.553094,164.9785,True,False,0
8295,4,23,38045.21,1,6.040015,17,1,0,0,0,21.19755,220.1615,True,False,0
1227,1,46,12531.29,1,7.545931,12,0,0,0,0,20.52701,164.9853,False,False,0
1084,10,85,39001.57,1,11.88584,13,1,0,0,1,12.00948,287.6427,False,False,0
39859,8,35,46708.88,1,11.36826,10,0,0,0,0,5.516053,230.1051,False,False,0
95,3,34,33533.36,1,10.01287,10,0,1,0,1,9.696166,247.6647,True,False,0
684,0,82,13148.1,1,11.72484,13,0,0,0,0,6.135015,194.9581,True,False,0
20007,1,75,68091.97,1,9.366618,9,0,0,1,1,11.69119,255.1198,False,False,1
2231,3,69,87277.75,1,13.35351,10,1,0,1,1,4.301967,175.0062,False,False,1
14795,0,70,49373.8,1,7.980028,14,1,0,1,1,11.40635,144.9889,True,False,1
9692,1,63,43369.94,1,8.7759,15,3,0,1,0,5.119045,147.4421,True,False,0
676,1,68,16717.1,0,16.76653,8,2,1,0,0,7.663799,172.4555,True,False,0
2388,3,63,61166.68,1,6.336278,14,0,0,0,0,4.614124,197.6288,False,False,0
346,1,55,60004.46,1,12.74256,16,2,0,1,0,10.15306,157.4836,True,False,0
18575,0,45,13216.99,1,8.308668,15,0,0,1,1,4.64085,144.9889,False,False,1
52254,1,30,58621.81,0,11.8131,11,1,1,0,0,2.919224,157.4836,False,False,0
6354,10,35,29541.88,1,12.10286,9,2,0,0,1,25.07759,235.1591,True,False,0
1411,1,32,34481.06,1,12.16474,12,0,1,0,1,22.39748,187.6422,True,False,0
9852,0,39,63027.8,0,6.501013,16,0,0,0,1,5.337342,202.6829,False,False,0
